event_unit_id,stablecoin,issuer_scope,event_class,event_date,event_families,record_count,manual_review_required,min_priority,market_stress_on_event_date,overlap_risk_7d_window,overlap_risk_14d_window,episode_override_applied,canonical_event_date_basis,episode_merge_rules,window_days,pre_n,post_n,expected_pre_n,expected_post_n,complete_window,pre_mean_abs_peg_dev_bps,post_mean_abs_peg_dev_bps,delta_post_minus_pre_abs_peg_dev_bps,pre_mean_peer_adjusted_abs_peg_dev_bps,post_mean_peer_adjusted_abs_peg_dev_bps,delta_post_minus_pre_peer_adjusted_abs_bps,pre_mean_peg_dev_bps,post_mean_peg_dev_bps,delta_post_minus_pre_peg_dev_bps,event_day_abs_peg_dev_bps,event_day_peer_adjusted_abs_peg_dev_bps,max_post_abs_peg_dev_bps,max_post_peer_adjusted_abs_peg_dev_bps,pre_tail50_rate,post_tail50_rate,delta_post_minus_pre_tail50_rate,rule_version,rule_status,provisional_flag,provisional_reason
USDC_ASSURANCE_2023_11,USDC,USDC,scheduled,2023-12-22,scheduled_monthly_assurance,1,1,P0,0,0,0,0,publication_date,,3,3,4,3,4,1,4.053333333333334,8.3625,4.309166666666667,-8.770666666666665,2.023,10.793666666666665,2.6133333333333333,1.6374999999999997,-0.9758333333333336,10.0,7.266,13.450000000000001,7.266,0.0,0.0,0.0,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,multi_issuer_ready_event_extension_source_verification_pending
USDC_ASSURANCE_2023_11,USDC,USDC,scheduled,2023-12-22,scheduled_monthly_assurance,1,1,P0,0,0,0,0,publication_date,,7,7,8,7,8,1,8.501428571428571,9.3175,0.8160714285714299,-12.928857142857144,-1.52925,11.399607142857144,2.9271428571428575,3.1825,0.2553571428571426,10.0,7.266,20.0,7.266,0.0,0.0,0.0,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,multi_issuer_ready_event_extension_source_verification_pending
USDC_ASSURANCE_2023_11,USDC,USDC,scheduled,2023-12-22,scheduled_monthly_assurance,1,1,P0,0,0,0,0,publication_date,,14,14,15,14,15,1,8.68,9.184666666666667,0.504666666666667,-7.911571428571429,-4.1364,3.7751714285714293,2.7485714285714287,1.4819999999999998,-1.266571428571429,10.0,7.266,30.0,9.188,0.0,0.0,0.0,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,multi_issuer_ready_event_extension_source_verification_pending
USDC_ASSURANCE_2024_01,USDC,USDC,scheduled,2024-02-29,scheduled_monthly_assurance,1,1,P0,0,0,0,0,publication_date,,3,3,4,3,4,1,9.973333333333333,17.9975,8.024166666666666,-49.43333333333334,-13.307,36.126333333333335,-3.306666666666666,2.0025,5.309166666666666,21.67,-69.242,30.0,14.0,0.0,0.0,0.0,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,multi_issuer_ready_event_extension_source_verification_pending
USDC_ASSURANCE_2024_01,USDC,USDC,scheduled,2024-02-29,scheduled_monthly_assurance,1,1,P0,0,0,0,0,publication_date,,7,7,8,7,8,1,11.12857142857143,19.801250000000003,8.672678571428573,-49.614,-5.35325,44.260749999999994,-2.557142857142857,-4.8012500000000005,-2.2441071428571435,21.67,-69.242,34.81,28.910000000000004,0.0,0.0,0.0,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,multi_issuer_ready_event_extension_source_verification_pending
USDC_ASSURANCE_2024_01,USDC,USDC,scheduled,2024-02-29,scheduled_monthly_assurance,1,1,P0,0,0,0,0,publication_date,,14,14,15,14,15,1,12.796428571428569,13.654666666666667,0.8582380952380984,-43.409285714285716,-19.296533333333333,24.112752380952383,0.06071428571428582,-4.3213333333333335,-4.382047619047619,21.67,-69.242,34.81,28.910000000000004,0.0,0.0,0.0,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,multi_issuer_ready_event_extension_source_verification_pending
USDC_ASSURANCE_2024_07,USDC,USDC,scheduled,2024-08-27,scheduled_monthly_assurance,1,1,P0,0,0,0,0,publication_date,,3,3,4,3,4,1,7.8133333333333335,3.58,-4.233333333333333,-1.3506666666666665,-8.5425,-7.191833333333334,-1.1466666666666665,-3.58,-2.4333333333333336,10.49,-1.952,10.49,-1.952,0.0,0.0,0.0,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,multi_issuer_ready_event_extension_source_verification_pending
USDC_ASSURANCE_2024_07,USDC,USDC,scheduled,2024-08-27,scheduled_monthly_assurance,1,1,P0,0,0,0,0,publication_date,,7,7,8,7,8,1,5.827142857142857,5.19375,-0.6333928571428578,-3.3382857142857136,-8.91,-5.571714285714286,-2.97,-2.69375,0.2762500000000001,10.49,-1.952,17.23,0.9039999999999999,0.0,0.0,0.0,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,multi_issuer_ready_event_extension_source_verification_pending
USDC_ASSURANCE_2024_07,USDC,USDC,scheduled,2024-08-27,scheduled_monthly_assurance,1,1,P0,0,0,0,0,publication_date,,14,14,15,14,15,1,3.3857142857142857,4.310666666666666,0.9249523809523805,-4.226571428571428,-10.965866666666669,-6.739295238095241,-1.9571428571428573,-1.6439999999999997,0.3131428571428576,10.49,-1.952,17.23,0.9039999999999999,0.0,0.0,0.0,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,multi_issuer_ready_event_extension_source_verification_pending
USDC_ASSURANCE_2024_11,USDC,USDC,scheduled,2024-12-20,scheduled_monthly_assurance,1,1,P0,0,0,0,0,publication_date,,3,3,4,3,4,1,0.89,10.3525,9.462499999999999,-84.606562,-25.945156599999997,58.6614054,-0.89,9.6475,10.537500000000001,10.0,-19.5773,20.0,-15.419588599999997,0.0,0.0,0.0,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,multi_issuer_ready_event_extension_source_verification_pending
USDC_ASSURANCE_2024_11,USDC,USDC,scheduled,2024-12-20,scheduled_monthly_assurance,1,1,P0,0,0,0,0,publication_date,,7,7,8,7,8,1,2.8200000000000003,7.071249999999999,4.251249999999999,-51.93663194285714,-33.8454495,18.09118244285714,0.03714285714285724,5.428750000000001,5.3916071428571435,10.0,-19.5773,20.0,-8.270011199999999,0.0,0.0,0.0,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,multi_issuer_ready_event_extension_source_verification_pending
USDC_ASSURANCE_2024_11,USDC,USDC,scheduled,2024-12-20,scheduled_monthly_assurance,1,1,P0,0,0,0,0,publication_date,,14,14,12,14,15,0,3.96,6.441666666666666,2.4816666666666665,-86.12303025714287,-29.697226850000003,56.425803407142865,-1.1028571428571428,1.8916666666666673,2.99452380952381,10.0,-19.5773,20.0,-8.270011199999999,0.0,0.0,0.0,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,multi_issuer_ready_event_extension_source_verification_pending
USDP_MONTHLY_HOLDINGS_REPORT_JUNE_2024_2024_07_01,USDP,non_USDC,scheduled,2024-07-01,scheduled_monthly_holdings,1,1,P0,0,0,0,0,publication_date,,3,3,4,3,4,1,0.9500000000000001,20.0,19.05,-11.556000000000003,0.13199999999999878,11.688000000000002,-0.9500000000000001,20.0,20.95,30.0,15.780000000000001,30.0,15.780000000000001,0.0,0.0,0.0,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,multi_issuer_ready_event_extension_source_verification_pending
USDP_MONTHLY_HOLDINGS_REPORT_JUNE_2024_2024_07_01,USDP,non_USDC,scheduled,2024-07-01,scheduled_monthly_holdings,1,1,P0,0,0,0,0,publication_date,,7,7,8,7,8,1,1.997142857142857,13.75,11.752857142857144,-9.897142857142857,-12.255,-2.357857142857144,-1.997142857142857,13.75,15.747142857142856,30.0,15.780000000000001,30.0,15.780000000000001,0.0,0.0,0.0,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,multi_issuer_ready_event_extension_source_verification_pending
USDP_MONTHLY_HOLDINGS_REPORT_JUNE_2024_2024_07_01,USDP,non_USDC,scheduled,2024-07-01,scheduled_monthly_holdings,1,1,P0,0,0,0,0,publication_date,,14,14,15,14,15,1,2.093571428571429,12.250666666666666,10.157095238095238,-44.81271428571428,-14.059066666666666,30.753647619047612,-0.665,9.082666666666666,9.747666666666667,30.0,15.780000000000001,40.0,15.780000000000001,0.0,0.0,0.0,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,multi_issuer_ready_event_extension_source_verification_pending
USDT_BDO_ALIGNMENT_2022_08_18,USDT,non_USDC,ad_hoc,2022-08-18,ad_hoc_disclosure_process_change,1,0,P1,0,0,0,0,publication_date,,3,3,4,3,4,1,2.4967333333333332,1.087675,-1.4090583333333333,0.09645999999999955,-2.309175,-2.4056349999999997,2.4967333333333332,1.087675,-1.4090583333333333,1.1067,-0.08626,1.5656,-0.08626,0.0,0.0,0.0,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,multi_issuer_ready_event_extension_source_verification_pending
USDT_BDO_ALIGNMENT_2022_08_18,USDT,non_USDC,ad_hoc,2022-08-18,ad_hoc_disclosure_process_change,1,0,P1,0,0,0,0,publication_date,,7,7,8,7,8,1,3.3020285714285715,0.9357875,-2.3662410714285715,1.4540114285714285,-1.434815,-2.8888264285714285,3.3020285714285715,0.5391125,-2.7629160714285717,1.1067,-0.08626,1.5656,-0.08626,0.0,0.0,0.0,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,multi_issuer_ready_event_extension_source_verification_pending
USDT_BDO_ALIGNMENT_2022_08_18,USDT,non_USDC,ad_hoc,2022-08-18,ad_hoc_disclosure_process_change,1,0,P1,0,0,0,0,publication_date,,14,14,15,14,15,1,2.8097071428571434,0.7266600000000002,-2.083047142857143,0.8221957142857143,-1.4828386666666666,-2.305034380952381,2.8097071428571434,0.5151,-2.2946071428571435,1.1067,-0.08626,1.5677,-0.03486,0.0,0.0,0.0,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,multi_issuer_ready_event_extension_source_verification_pending
USDT_Q1_2024_ATTESTATION_EPISODE,USDT,non_USDC,scheduled,2024-05-01,scheduled_assurance_or_reporting; scheduled_attestation_news_release,2,0,P0,0,0,0,1,official_news_release_publication_date,merge_pdf_report_and_news_release,3,3,4,3,4,1,8.203333333333333,6.83,-1.373333333333333,-3.601333333333333,-9.686,-6.084666666666667,-8.203333333333333,-1.83,6.373333333333333,2.33,-4.362,12.76,-4.362,0.0,0.0,0.0,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,multi_issuer_ready_event_extension_source_verification_pending
USDT_Q1_2024_ATTESTATION_EPISODE,USDT,non_USDC,scheduled,2024-05-01,scheduled_assurance_or_reporting; scheduled_attestation_news_release,2,0,P0,0,0,0,1,official_news_release_publication_date,merge_pdf_report_and_news_release,7,7,8,7,8,1,6.405714285714287,5.97,-0.43571428571428683,-11.016857142857143,-9.22625,1.7906071428571426,-6.405714285714287,1.5300000000000002,7.935714285714287,2.33,-4.362,12.76,0.20400000000000063,0.0,0.0,0.0,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,multi_issuer_ready_event_extension_source_verification_pending
USDT_Q1_2024_ATTESTATION_EPISODE,USDT,non_USDC,scheduled,2024-05-01,scheduled_assurance_or_reporting; scheduled_attestation_news_release,2,0,P0,0,0,0,1,official_news_release_publication_date,merge_pdf_report_and_news_release,14,14,15,14,15,1,5.397142857142858,4.21,-1.1871428571428577,-11.164571428571431,-8.9632,2.2013714285714308,-2.54,-0.2099999999999999,2.33,2.33,-4.362,12.76,0.20400000000000063,0.0,0.0,0.0,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,multi_issuer_ready_event_extension_source_verification_pending
