group,window_days,pre_event_units,post_event_units,delta_event_units,pre_mean_delta_abs_peg_dev_bps,post_mean_delta_abs_peg_dev_bps,change_mean_delta_abs_peg_dev_bps,pre_mean_delta_peer_adjusted_abs_bps,post_mean_delta_peer_adjusted_abs_bps,change_mean_delta_peer_adjusted_abs_bps,interpretation
all_ready_event_units,3,29,28,-1,2.5651978678160923,2.774282315476191,0.2090844476600986,5.510726572413794,5.788925140476191,0.27819856806239684,post-merge removes duplicate USDT Q1 2024 episode count; descriptive only
all_ready_event_units,7,29,28,-1,0.7598334692118225,0.7288262461734691,-0.03100722303835335,3.356937634482758,3.261385662244898,-0.09555197223786038,post-merge removes duplicate USDT Q1 2024 episode count; descriptive only
non_usdc_units,3,5,4,-1,2.718825,4.220822916666666,1.5019979166666664,0.0532440000000004,0.6362633333333338,0.5830193333333334,post-merge removes duplicate USDT Q1 2024 episode count; descriptive only
non_usdc_units,7,5,4,-1,2.140931071428572,2.2691549107142857,0.12822383928571357,0.3865647857142857,-1.0248922321428573,-1.411457017857143,post-merge removes duplicate USDT Q1 2024 episode count; descriptive only
scheduled_units,3,27,26,-1,2.784596783950617,3.01820307051282,0.23360628656220328,6.032198170370371,6.351853228205129,0.31965505783475745,post-merge removes duplicate USDT Q1 2024 episode count; descriptive only
scheduled_units,7,27,26,-1,0.8990997711640212,0.8710637733516483,-0.02803599781237287,3.736426308465608,3.648119902747252,-0.08830640571835602,post-merge removes duplicate USDT Q1 2024 episode count; descriptive only
non_usdc_scheduled_units,3,3,2,-1,4.795833333333333,8.838333333333335,4.042500000000001,1.1081666666666674,2.801666666666668,1.6935000000000007,post-merge removes duplicate USDT Q1 2024 episode count; descriptive only
non_usdc_scheduled_units,7,3,2,-1,4.315059523809524,5.658571428571428,1.343511904761904,1.8217142857142852,-0.2836250000000007,-2.105339285714286,post-merge removes duplicate USDT Q1 2024 episode count; descriptive only
usdt_units,3,3,2,-1,-2.023852777777777,-1.3911958333333332,0.6326569444444439,-3.589711666666666,-4.245150833333334,-0.6554391666666675,post-merge removes duplicate USDT Q1 2024 episode count; descriptive only
usdt_units,7,3,2,-1,-0.3913065476190479,-1.4009776785714292,-1.0096711309523814,1.6447245238095238,-0.5491096428571429,-2.193834166666667,post-merge removes duplicate USDT Q1 2024 episode count; descriptive only
