event_unit_id,stablecoin,issuer_scope,event_class,event_date,date,relative_day,record_count,event_families,manual_review_required,market_stress_on_event_date,market_stress_flag,market_stress_types,overlap_risk_7d_window,overlap_risk_14d_window,episode_override_applied,canonical_event_date_basis,episode_merge_rules,price_usd,peg_dev_bps,abs_peg_dev_bps,peer_mean_abs_peg_dev_bps,peer_adjusted_abs_peg_dev_bps,peer_adjusted_peg_dev_bps,tail_depeg_50bp,tail_depeg_100bp,peer_tail50_rate,circulating_face_usd,rule_version,rule_status,provisional_flag,provisional_reason
BUSD_WINDDOWN_2023_02_13,BUSD,non_USDC,ad_hoc,2023-02-13,2023-02-14,1,2,ad_hoc_issuer_event; ad_hoc_regulatory_event,0,1,1,regulatory_issuer_stress,0,0,0,publication_date,,0.99980148,-1.9851999999999999,1.9851999999999999,3.6885800000000004,-1.7033800000000006,-2.12118,0.0,0.0,0.0,15770835356.0,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,multi_issuer_ready_event_extension_source_verification_pending
BUSD_WINDDOWN_2023_02_13,BUSD,non_USDC,ad_hoc,2023-02-13,2023-02-15,2,2,ad_hoc_issuer_event; ad_hoc_regulatory_event,0,1,1,regulatory_issuer_stress,0,0,0,publication_date,,0.99976676,-2.3324000000000003,2.3324000000000003,6.2976,-3.9652,2.3651999999999993,0.0,0.0,0.0,15298455345.0,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,multi_issuer_ready_event_extension_source_verification_pending
BUSD_WINDDOWN_2023_02_13,BUSD,non_USDC,ad_hoc,2023-02-13,2023-02-16,3,2,ad_hoc_issuer_event; ad_hoc_regulatory_event,0,1,1,regulatory_issuer_stress,0,0,0,publication_date,,0.99980202,-1.9798,1.9798,2.36486,-0.3850600000000002,-0.5474599999999998,0.0,0.0,0.0,14183151163.0,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,multi_issuer_ready_event_extension_source_verification_pending
BUSD_WINDDOWN_2023_02_13,BUSD,non_USDC,ad_hoc,2023-02-13,2023-02-17,4,2,ad_hoc_issuer_event; ad_hoc_regulatory_event,0,1,1,regulatory_issuer_stress,0,0,0,publication_date,,0.99991979,-0.8021,0.8021,6.975959999999999,-6.173859999999999,4.66166,0.0,0.0,0.0,13670433149.0,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,multi_issuer_ready_event_extension_source_verification_pending
BUSD_WINDDOWN_2023_02_13,BUSD,non_USDC,ad_hoc,2023-02-13,2023-02-18,5,2,ad_hoc_issuer_event; ad_hoc_regulatory_event,0,1,1,regulatory_issuer_stress,0,0,0,publication_date,,1.00001,0.1,0.1,1.08214,-0.9821400000000001,-0.8327,0.0,0.0,0.0,13277267487.0,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,multi_issuer_ready_event_extension_source_verification_pending
BUSD_WINDDOWN_2023_02_13,BUSD,non_USDC,ad_hoc,2023-02-13,2023-02-19,6,2,ad_hoc_issuer_event; ad_hoc_regulatory_event,0,1,1,regulatory_issuer_stress,0,0,0,publication_date,,0.99999833,-0.0167,0.0167,2.4030199999999997,-2.3863199999999996,0.09740000000000013,0.0,0.0,0.0,13202474662.0,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,multi_issuer_ready_event_extension_source_verification_pending
BUSD_WINDDOWN_2023_02_13,BUSD,non_USDC,ad_hoc,2023-02-13,2023-02-20,7,2,ad_hoc_issuer_event; ad_hoc_regulatory_event,0,1,1,regulatory_issuer_stress,0,0,0,publication_date,,0.999965,-0.35,0.35,1.50848,-1.15848,0.021400000000000086,0.0,0.0,0.0,13207531367.0,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,multi_issuer_ready_event_extension_source_verification_pending
BUSD_WINDDOWN_2023_02_13,BUSD,non_USDC,ad_hoc,2023-02-13,2023-02-21,8,2,ad_hoc_issuer_event; ad_hoc_regulatory_event,0,1,1,regulatory_issuer_stress,0,0,0,publication_date,,1.0,0.0,0.0,1.1218,-1.1218,0.8625999999999999,0.0,0.0,0.0,12771025118.0,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,multi_issuer_ready_event_extension_source_verification_pending
BUSD_WINDDOWN_2023_02_13,BUSD,non_USDC,ad_hoc,2023-02-13,2023-02-22,9,2,ad_hoc_issuer_event; ad_hoc_regulatory_event,0,1,1,regulatory_issuer_stress,0,0,0,publication_date,,1.00002278,0.22779999999999997,0.22779999999999997,4.10216,-3.87436,3.836279999999999,0.0,0.0,0.0,12401240708.0,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,multi_issuer_ready_event_extension_source_verification_pending
BUSD_WINDDOWN_2023_02_13,BUSD,non_USDC,ad_hoc,2023-02-13,2023-02-23,10,2,ad_hoc_issuer_event; ad_hoc_regulatory_event,0,1,1,regulatory_issuer_stress,0,0,0,publication_date,,0.9999,-1.0,1.0,3.99608,-2.99608,2.53816,0.0,0.0,0.0,11956015440.0,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,multi_issuer_ready_event_extension_source_verification_pending
BUSD_WINDDOWN_2023_02_13,BUSD,non_USDC,ad_hoc,2023-02-13,2023-02-24,11,2,ad_hoc_issuer_event; ad_hoc_regulatory_event,0,1,1,regulatory_issuer_stress,0,0,0,publication_date,,1.00004,0.4,0.4,1.7049999999999996,-1.3049999999999997,0.9421199999999998,0.0,0.0,0.0,11602670169.0,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,multi_issuer_ready_event_extension_source_verification_pending
BUSD_WINDDOWN_2023_02_13,BUSD,non_USDC,ad_hoc,2023-02-13,2023-02-25,12,2,ad_hoc_issuer_event; ad_hoc_regulatory_event,0,1,1,regulatory_issuer_stress,0,0,0,publication_date,,0.99992066,-0.7934,0.7934,2.8012000000000006,-2.0078000000000005,1.24092,0.0,0.0,0.0,11098925374.0,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,multi_issuer_ready_event_extension_source_verification_pending
BUSD_WINDDOWN_2023_02_13,BUSD,non_USDC,ad_hoc,2023-02-13,2023-02-26,13,2,ad_hoc_issuer_event; ad_hoc_regulatory_event,0,1,1,regulatory_issuer_stress,0,0,0,publication_date,,0.99999492,-0.0508,0.0508,5.4728,-5.422000000000001,5.036040000000001,0.0,0.0,0.0,11099134924.0,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,multi_issuer_ready_event_extension_source_verification_pending
BUSD_WINDDOWN_2023_02_13,BUSD,non_USDC,ad_hoc,2023-02-13,2023-02-27,14,2,ad_hoc_issuer_event; ad_hoc_regulatory_event,0,1,1,regulatory_issuer_stress,0,0,0,publication_date,,0.99993592,-0.6407999999999999,0.6407999999999999,2.23238,-1.59158,1.59158,0.0,0.0,0.0,10936099702.0,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,multi_issuer_ready_event_extension_source_verification_pending
USDC_ASSURANCE_2022_01,USDC,USDC,scheduled,2022-02-25,2022-02-11,-14,1,scheduled_monthly_assurance,1,0,0,normal,0,0,0,publication_date,,1.0019474373,19.474373,19.474373,7.320478799999999,12.1538942,15.028989,0.0,0.0,0.0,46075497320.0,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,multi_issuer_ready_event_extension_source_verification_pending
USDC_ASSURANCE_2022_01,USDC,USDC,scheduled,2022-02-25,2022-02-12,-13,1,scheduled_monthly_assurance,1,0,0,normal,0,0,0,publication_date,,1.0003195479,3.1954789999999997,3.1954789999999997,7.6902686000000005,-4.494789600000001,-4.494789600000001,0.0,0.0,0.0,46328988440.0,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,multi_issuer_ready_event_extension_source_verification_pending
USDC_ASSURANCE_2022_01,USDC,USDC,scheduled,2022-02-25,2022-02-13,-12,1,scheduled_monthly_assurance,1,0,0,normal,0,0,0,publication_date,,1.0008991098,8.991098,8.991098,9.610561,-0.6194630000000014,-0.6194630000000014,0.0,0.0,0.0,46329711058.0,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,multi_issuer_ready_event_extension_source_verification_pending
USDC_ASSURANCE_2022_01,USDC,USDC,scheduled,2022-02-25,2022-02-14,-11,1,scheduled_monthly_assurance,1,0,0,normal,0,0,0,publication_date,,1.0002074575,2.0745750000000003,2.0745750000000003,8.7640222,-6.689447199999999,-6.689447199999999,0.0,0.0,0.0,46409299749.0,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,multi_issuer_ready_event_extension_source_verification_pending
USDC_ASSURANCE_2022_01,USDC,USDC,scheduled,2022-02-25,2022-02-15,-10,1,scheduled_monthly_assurance,1,0,0,normal,0,0,0,publication_date,,0.9999529954,-0.470046,0.470046,4.326603,-3.8565570000000005,-3.7512818,0.0,0.0,0.0,46490992459.0,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,multi_issuer_ready_event_extension_source_verification_pending
USDC_ASSURANCE_2022_01,USDC,USDC,scheduled,2022-02-25,2022-02-16,-9,1,scheduled_monthly_assurance,1,0,0,normal,0,0,0,publication_date,,1.0000372537,0.372537,0.372537,4.3518810000000006,-3.9793440000000007,4.724418000000001,0.0,0.0,0.0,46571012140.0,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,multi_issuer_ready_event_extension_source_verification_pending
USDC_ASSURANCE_2022_01,USDC,USDC,scheduled,2022-02-25,2022-02-17,-8,1,scheduled_monthly_assurance,1,0,0,normal,0,0,0,publication_date,,0.9989945015,-10.054985,10.054985,6.870741,3.1842440000000005,-8.6066808,0.0,0.0,0.0,46652480244.0,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,multi_issuer_ready_event_extension_source_verification_pending
USDC_ASSURANCE_2022_01,USDC,USDC,scheduled,2022-02-25,2022-02-18,-7,1,scheduled_monthly_assurance,1,0,0,normal,0,0,0,publication_date,,0.9993043308,-6.956691999999999,6.956691999999999,7.1340304,-0.1773384000000009,-4.0757959999999995,0.0,0.0,0.0,46408032810.0,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,multi_issuer_ready_event_extension_source_verification_pending
USDC_ASSURANCE_2022_01,USDC,USDC,scheduled,2022-02-25,2022-02-19,-6,1,scheduled_monthly_assurance,1,0,0,normal,0,0,0,publication_date,,1.0007035124,7.035124000000001,7.035124000000001,3.5964972000000004,3.4386268,3.4386268,0.0,0.0,0.0,46478101159.0,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,multi_issuer_ready_event_extension_source_verification_pending
USDC_ASSURANCE_2022_01,USDC,USDC,scheduled,2022-02-25,2022-02-20,-5,1,scheduled_monthly_assurance,1,0,0,normal,0,0,0,publication_date,,1.0024519527,24.519527,24.519527,20.211956,4.307570999999999,4.307570999999999,0.0,0.0,0.0,46508916076.0,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,multi_issuer_ready_event_extension_source_verification_pending
