date,stablecoin,issuer,gecko_id,defillama_asset_id,price_usd,peg_dev,abs_peg_dev,tail_depeg_50bp,tail_depeg_100bp,downside_depeg_50bp,downside_depeg_100bp,premium_50bp,circulating_face_usd,market_cap_usd_est,active_chains_with_supply,market_stress_flag,market_stress_window_ids,market_stress_types,source_price,source_supply,access_date,rule_version,rule_status,provisional_flag,provisional_reason,latest_disclosure_event_id,latest_disclosure_report_date,latest_disclosure_publication_date,days_since_disclosure,stale_disclosure_45d,report_to_publication_lag_days,pilot_rqi_asof,pilot_dii_asof,disclosure_rule_version_asof,disclosure_rule_status_asof,disclosure_asset_confidence_asof,disclosure_manual_review_required_asof,stress_regime_asof,asof_merge_rule,coding_status
2023-05-02,USDC,Circle,usd-coin,2,0.998605,-0.001395,0.001395,0,0,0,0,0,30291416902.00,30249160375.42,61,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2023_03,2023-03-31,2023-04-28,4,0,28,0.9349,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,1,banking_stress,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2023-05-03,USDC,Circle,usd-coin,2,1.001,0.001,0.001,0,0,0,0,0,30132733507.00,30162866240.51,61,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2023_03,2023-03-31,2023-04-28,5,0,28,0.9349,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,1,banking_stress,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2023-05-04,USDC,Circle,usd-coin,2,0.999219,-0.000781,0.000781,0,0,0,0,0,30096319366.00,30072814140.58,61,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2023_03,2023-03-31,2023-04-28,6,0,28,0.9349,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,1,banking_stress,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2023-05-05,USDC,Circle,usd-coin,2,0.99914,-0.00086,0.00086,0,0,0,0,0,30017224466.00,29991409652.96,61,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2023_03,2023-03-31,2023-04-28,7,0,28,0.9349,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,1,banking_stress,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2023-05-06,USDC,Circle,usd-coin,2,1.001,0.001,0.001,0,0,0,0,0,30289369213.00,30319658582.21,61,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2023_03,2023-03-31,2023-04-28,8,0,28,0.9349,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,1,banking_stress,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2023-05-07,USDC,Circle,usd-coin,2,0.998746,-0.001254,0.001254,0,0,0,0,0,30291156896.00,30253171785.25,61,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2023_03,2023-03-31,2023-04-28,9,0,28,0.9349,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,1,banking_stress,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2023-05-08,USDC,Circle,usd-coin,2,0.998715,-0.001285,0.001285,0,0,0,0,0,30286797412.00,30247878877.33,61,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2023_03,2023-03-31,2023-04-28,10,0,28,0.9349,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,1,banking_stress,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2023-05-09,USDC,Circle,usd-coin,2,0.999914,-0.000086,0.000086,0,0,0,0,0,30111308894.00,30108719321.44,61,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2023_03,2023-03-31,2023-04-28,11,0,28,0.9349,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,1,banking_stress,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2023-05-10,USDC,Circle,usd-coin,2,1.003,0.003,0.003,0,0,0,0,0,30010030173.00,30100060263.52,61,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2023_03,2023-03-31,2023-04-28,12,0,28,0.9349,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,1,banking_stress,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2023-05-11,USDC,Circle,usd-coin,2,0.998717,-0.001283,0.001283,0,0,0,0,0,29994362906.00,29955880138.39,61,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2023_03,2023-03-31,2023-04-28,13,0,28,0.9349,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,1,banking_stress,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2023-05-12,USDC,Circle,usd-coin,2,1.001,0.001,0.001,0,0,0,0,0,29818130401.00,29847948531.40,61,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2023_03,2023-03-31,2023-04-28,14,0,28,0.9349,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,1,banking_stress,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2023-05-13,USDC,Circle,usd-coin,2,1,0,0,0,0,0,0,0,29865718954.00,29865718954.00,61,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2023_03,2023-03-31,2023-04-28,15,0,28,0.9349,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,1,banking_stress,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2023-05-14,USDC,Circle,usd-coin,2,1.001,0.001,0.001,0,0,0,0,0,29872214701.00,29902086915.70,61,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2023_03,2023-03-31,2023-04-28,16,0,28,0.9349,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,1,banking_stress,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2023-05-15,USDC,Circle,usd-coin,2,1.002,0.002,0.002,0,0,0,0,0,29834383005.00,29894051771.01,61,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2023_03,2023-03-31,2023-04-28,17,0,28,0.9349,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,1,banking_stress,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2023-05-16,USDC,Circle,usd-coin,2,1.003,0.003,0.003,0,0,0,0,0,29689440555.00,29778508876.66,61,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2023_03,2023-03-31,2023-04-28,18,0,28,0.9349,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,1,banking_stress,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2023-05-17,USDC,Circle,usd-coin,2,0.999913,-0.000087,0.000087,0,0,0,0,0,29588220775.00,29585646599.79,61,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2023_03,2023-03-31,2023-04-28,19,0,28,0.9349,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,1,banking_stress,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2023-05-18,USDC,Circle,usd-coin,2,0.999407,-0.000593,0.000593,0,0,0,0,0,29429986717.00,29412534734.88,61,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2023_03,2023-03-31,2023-04-28,20,0,28,0.9349,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,1,banking_stress,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2023-05-19,USDC,Circle,usd-coin,2,0.999962,-0.000038,0.000038,0,0,0,0,0,29551894825.00,29550771853.00,61,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2023_03,2023-03-31,2023-04-28,21,0,28,0.9349,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,1,banking_stress,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2023-05-20,USDC,Circle,usd-coin,2,0.99978,-0.00022,0.00022,0,0,0,0,0,29464247547.00,29457765412.54,61,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2023_03,2023-03-31,2023-04-28,22,0,28,0.9349,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,1,banking_stress,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2023-05-21,USDC,Circle,usd-coin,2,1.001,0.001,0.001,0,0,0,0,0,29463701405.00,29493165106.40,61,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2023_03,2023-03-31,2023-04-28,23,0,28,0.9349,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,1,banking_stress,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2023-05-22,USDC,Circle,usd-coin,2,0.999828,-0.000172,0.000172,0,0,0,0,0,29453865420.00,29448799355.15,61,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2023_03,2023-03-31,2023-04-28,24,0,28,0.9349,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,1,banking_stress,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2023-05-23,USDC,Circle,usd-coin,2,1,0,0,0,0,0,0,0,29338327244.00,29338327244.00,61,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2023_03,2023-03-31,2023-04-28,25,0,28,0.9349,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,1,banking_stress,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2023-05-24,USDC,Circle,usd-coin,2,1,0,0,0,0,0,0,0,29199962411.00,29199962411.00,61,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2023_03,2023-03-31,2023-04-28,26,0,28,0.9349,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,1,banking_stress,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2023-05-25,USDC,Circle,usd-coin,2,0.999431,-0.000569,0.000569,0,0,0,0,0,28980952538.00,28964462376.01,63,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2023_03,2023-03-31,2023-04-28,27,0,28,0.9349,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,1,banking_stress,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2023-05-26,USDC,Circle,usd-coin,2,1.001,0.001,0.001,0,0,0,0,0,28911958700.00,28940870658.70,63,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2023_03,2023-03-31,2023-04-28,28,0,28,0.9349,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,1,banking_stress,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2023-05-27,USDC,Circle,usd-coin,2,0.999195,-0.000805,0.000805,0,0,0,0,0,28934472209.00,28911179958.87,63,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2023_03,2023-03-31,2023-04-28,29,0,28,0.9349,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,1,banking_stress,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2023-05-28,USDC,Circle,usd-coin,2,1.001,0.001,0.001,0,0,0,0,0,28911830429.00,28940742259.43,63,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2023_03,2023-03-31,2023-04-28,30,0,28,0.9349,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,1,banking_stress,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2023-05-29,USDC,Circle,usd-coin,2,0.999463,-0.000537,0.000537,0,0,0,0,0,28890114363.00,28874600371.59,63,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2023_03,2023-03-31,2023-04-28,31,0,28,0.9349,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,1,banking_stress,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2023-05-30,USDC,Circle,usd-coin,2,0.999876,-0.000124,0.000124,0,0,0,0,0,28934694880.00,28931106977.83,63,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2023_04,2023-04-28,2023-05-30,0,0,32,,0.7800,RQI_DII_v1.0,frozen_confirmed_by_researcher,low,1,banking_stress,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2023-05-31,USDC,Circle,usd-coin,2,0.999685,-0.000315,0.000315,0,0,0,0,0,28862172572.00,28853080987.64,63,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2023_04,2023-04-28,2023-05-30,1,0,32,,0.7800,RQI_DII_v1.0,frozen_confirmed_by_researcher,low,1,banking_stress,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2023-06-01,USDC,Circle,usd-coin,2,0.999891,-0.000109,0.000109,0,0,0,0,0,28704210739.00,28701081980.03,63,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2023_04,2023-04-28,2023-05-30,2,0,32,,0.7800,RQI_DII_v1.0,frozen_confirmed_by_researcher,low,1,banking_stress,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2023-06-02,USDC,Circle,usd-coin,2,0.998896,-0.001104,0.001104,0,0,0,0,0,28779895324.00,28748122319.56,63,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2023_04,2023-04-28,2023-05-30,3,0,32,,0.7800,RQI_DII_v1.0,frozen_confirmed_by_researcher,low,1,banking_stress,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2023-06-03,USDC,Circle,usd-coin,2,0.999756,-0.000244,0.000244,0,0,0,0,0,28815987796.00,28808956694.98,63,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2023_04,2023-04-28,2023-05-30,4,0,32,,0.7800,RQI_DII_v1.0,frozen_confirmed_by_researcher,low,1,banking_stress,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2023-06-04,USDC,Circle,usd-coin,2,1,0,0,0,0,0,0,0,28806110890.00,28806110890.00,63,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2023_04,2023-04-28,2023-05-30,5,0,32,,0.7800,RQI_DII_v1.0,frozen_confirmed_by_researcher,low,1,banking_stress,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2023-06-05,USDC,Circle,usd-coin,2,1.001,0.001,0.001,0,0,0,0,0,28809678103.00,28838487781.10,63,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2023_04,2023-04-28,2023-05-30,6,0,32,,0.7800,RQI_DII_v1.0,frozen_confirmed_by_researcher,low,1,banking_stress,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2023-06-06,USDC,Circle,usd-coin,2,1,0,0,0,0,0,0,0,28730168699.00,28730168699.00,63,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2023_04,2023-04-28,2023-05-30,7,0,32,,0.7800,RQI_DII_v1.0,frozen_confirmed_by_researcher,low,1,banking_stress,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2023-06-07,USDC,Circle,usd-coin,2,1.001,0.001,0.001,0,0,0,0,0,28576643749.00,28605220392.75,63,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2023_04,2023-04-28,2023-05-30,8,0,32,,0.7800,RQI_DII_v1.0,frozen_confirmed_by_researcher,low,1,banking_stress,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2023-06-08,USDC,Circle,usd-coin,2,1.001,0.001,0.001,0,0,0,0,0,28427895540.00,28456323435.54,63,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2023_04,2023-04-28,2023-05-30,9,0,32,,0.7800,RQI_DII_v1.0,frozen_confirmed_by_researcher,low,1,banking_stress,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2023-06-09,USDC,Circle,usd-coin,2,0.999525,-0.000475,0.000475,0,0,0,0,0,28327264659.00,28313809208.29,63,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2023_04,2023-04-28,2023-05-30,10,0,32,,0.7800,RQI_DII_v1.0,frozen_confirmed_by_researcher,low,1,banking_stress,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2023-06-10,USDC,Circle,usd-coin,2,1,0,0,0,0,0,0,0,28159526373.00,28159526373.00,63,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2023_04,2023-04-28,2023-05-30,11,0,32,,0.7800,RQI_DII_v1.0,frozen_confirmed_by_researcher,low,1,banking_stress,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2023-06-11,USDC,Circle,usd-coin,2,0.999773,-0.000227,0.000227,0,0,0,0,0,28220558018.00,28214151951.33,63,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2023_04,2023-04-28,2023-05-30,12,0,32,,0.7800,RQI_DII_v1.0,frozen_confirmed_by_researcher,low,1,banking_stress,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2023-06-12,USDC,Circle,usd-coin,2,1.001,0.001,0.001,0,0,0,0,0,28242043908.00,28270285951.91,63,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2023_04,2023-04-28,2023-05-30,13,0,32,,0.7800,RQI_DII_v1.0,frozen_confirmed_by_researcher,low,1,banking_stress,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2023-06-13,USDC,Circle,usd-coin,2,0.999757,-0.000243,0.000243,0,0,0,0,0,28157424516.00,28150582261.84,63,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2023_04,2023-04-28,2023-05-30,14,0,32,,0.7800,RQI_DII_v1.0,frozen_confirmed_by_researcher,low,1,banking_stress,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2023-06-14,USDC,Circle,usd-coin,2,1.001,0.001,0.001,0,0,0,0,0,28025973350.00,28053999323.35,63,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2023_04,2023-04-28,2023-05-30,15,0,32,,0.7800,RQI_DII_v1.0,frozen_confirmed_by_researcher,low,1,banking_stress,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2023-06-15,USDC,Circle,usd-coin,2,1,0,0,0,0,0,0,0,27927555267.00,27927555267.00,63,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2023_04,2023-04-28,2023-05-30,16,0,32,,0.7800,RQI_DII_v1.0,frozen_confirmed_by_researcher,low,1,banking_stress,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2023-06-16,USDC,Circle,usd-coin,2,0.999716,-0.000284,0.000284,0,0,0,0,0,28043286178.00,28035321884.73,63,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2023_04,2023-04-28,2023-05-30,17,0,32,,0.7800,RQI_DII_v1.0,frozen_confirmed_by_researcher,low,1,banking_stress,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2023-06-17,USDC,Circle,usd-coin,2,0.999677,-0.000323,0.000323,0,0,0,0,0,28184210111.00,28175106611.13,63,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2023_04,2023-04-28,2023-05-30,18,0,32,,0.7800,RQI_DII_v1.0,frozen_confirmed_by_researcher,low,1,banking_stress,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2023-06-18,USDC,Circle,usd-coin,2,0.999781,-0.000219,0.000219,0,0,0,0,0,28179885686.00,28173714291.03,63,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2023_04,2023-04-28,2023-05-30,19,0,32,,0.7800,RQI_DII_v1.0,frozen_confirmed_by_researcher,low,1,banking_stress,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2023-06-19,USDC,Circle,usd-coin,2,1,0,0,0,0,0,0,0,28169623820.00,28169623820.00,63,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2023_04,2023-04-28,2023-05-30,20,0,32,,0.7800,RQI_DII_v1.0,frozen_confirmed_by_researcher,low,1,banking_stress,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2023-06-20,USDC,Circle,usd-coin,2,0.997649,-0.002351,0.002351,0,0,0,0,0,28288385931.00,28221879935.68,63,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2023_04,2023-04-28,2023-05-30,21,0,32,,0.7800,RQI_DII_v1.0,frozen_confirmed_by_researcher,low,1,banking_stress,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2023-06-21,USDC,Circle,usd-coin,2,1.002,0.002,0.002,0,0,0,0,0,28386070580.00,28442842721.16,63,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2023_04,2023-04-28,2023-05-30,22,0,32,,0.7800,RQI_DII_v1.0,frozen_confirmed_by_researcher,low,1,banking_stress,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
