date,stablecoin,issuer,gecko_id,defillama_asset_id,price_usd,peg_dev,abs_peg_dev,tail_depeg_50bp,tail_depeg_100bp,downside_depeg_50bp,downside_depeg_100bp,premium_50bp,circulating_face_usd,market_cap_usd_est,active_chains_with_supply,market_stress_flag,market_stress_window_ids,market_stress_types,source_price,source_supply,access_date,rule_version,rule_status,provisional_flag,provisional_reason,latest_disclosure_event_id,latest_disclosure_report_date,latest_disclosure_publication_date,days_since_disclosure,stale_disclosure_45d,report_to_publication_lag_days,pilot_rqi_asof,pilot_dii_asof,disclosure_rule_version_asof,disclosure_rule_status_asof,disclosure_asset_confidence_asof,disclosure_manual_review_required_asof,stress_regime_asof,asof_merge_rule,coding_status
2022-09-14,USDC,Circle,usd-coin,2,0.99995318,-0.00004682,0.00004682,0,0,0,0,0,50716195432.00,50713820899.73,58,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2022_07,2022-07-31,2022-08-24,21,0,24,0.9164,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,0,normal,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2022-09-15,USDC,Circle,usd-coin,2,1,0,0,0,0,0,0,0,50119467114.00,50119467114.00,58,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2022_07,2022-07-31,2022-08-24,22,0,24,0.9164,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,0,normal,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2022-09-16,USDC,Circle,usd-coin,2,1.00001435,0.00001435,0.00001435,0,0,0,0,0,49704486910.00,49705200169.39,58,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2022_07,2022-07-31,2022-08-24,23,0,24,0.9164,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,0,normal,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2022-09-17,USDC,Circle,usd-coin,2,1.00003707,0.00003707,0.00003707,0,0,0,0,0,49561913353.00,49563750613.13,58,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2022_07,2022-07-31,2022-08-24,24,0,24,0.9164,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,0,normal,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2022-09-18,USDC,Circle,usd-coin,2,1.00008611,0.00008611,0.00008611,0,0,0,0,0,49550927651.00,49555194481.38,58,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2022_07,2022-07-31,2022-08-24,25,0,24,0.9164,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,0,normal,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2022-09-19,USDC,Circle,usd-coin,2,1.00003707,0.00003707,0.00003707,0,0,0,0,0,49534763948.00,49536600201.70,58,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2022_07,2022-07-31,2022-08-24,26,0,24,0.9164,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,0,normal,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2022-09-20,USDC,Circle,usd-coin,2,0.99998943,-0.00001057,0.00001057,0,0,0,0,0,49376522237.00,49376000327.16,58,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2022_07,2022-07-31,2022-08-24,27,0,24,0.9164,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,0,normal,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2022-09-21,USDC,Circle,usd-coin,2,0.99994922,-0.00005078,0.00005078,0,0,0,0,0,49541752937.00,49539237206.79,58,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2022_07,2022-07-31,2022-08-24,28,0,24,0.9164,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,0,normal,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2022-09-22,USDC,Circle,usd-coin,2,1.00009493,0.00009493,0.00009493,0,0,0,0,0,49344614702.00,49349298986.27,58,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2022_07,2022-07-31,2022-08-24,29,0,24,0.9164,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,0,normal,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2022-09-23,USDC,Circle,usd-coin,2,1.00007509,0.00007509,0.00007509,0,0,0,0,0,49266820426.00,49270519871.55,58,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2022_08,2022-08-31,2022-09-23,0,0,23,0.9245,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,0,normal,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2022-09-24,USDC,Circle,usd-coin,2,1.00003386,0.00003386,0.00003386,0,0,0,0,0,49109241972.00,49110904810.93,58,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2022_08,2022-08-31,2022-09-23,1,0,23,0.9245,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,0,normal,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2022-09-25,USDC,Circle,usd-coin,2,0.99996398,-0.00003602,0.00003602,0,0,0,0,0,49085687134.00,49083919067.55,58,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2022_08,2022-08-31,2022-09-23,2,0,23,0.9245,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,0,normal,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2022-09-26,USDC,Circle,usd-coin,2,0.99998541,-0.00001459,0.00001459,0,0,0,0,0,48842795109.00,48842082492.62,58,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2022_08,2022-08-31,2022-09-23,3,0,23,0.9245,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,0,normal,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2022-09-27,USDC,Circle,usd-coin,2,1.00025963,0.00025963,0.00025963,0,0,0,0,0,48660646745.00,48673280508.71,58,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2022_08,2022-08-31,2022-09-23,4,0,23,0.9245,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,0,normal,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2022-09-28,USDC,Circle,usd-coin,2,1.00003953,0.00003953,0.00003953,0,0,0,0,0,48554336367.00,48556255719.92,58,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2022_08,2022-08-31,2022-09-23,5,0,23,0.9245,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,0,normal,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2022-09-29,USDC,Circle,usd-coin,2,1.00009021,0.00009021,0.00009021,0,0,0,0,0,48241404250.00,48245756107.08,58,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2022_08,2022-08-31,2022-09-23,6,0,23,0.9245,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,0,normal,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2022-09-30,USDC,Circle,usd-coin,2,1.00009009,0.00009009,0.00009009,0,0,0,0,0,47934839888.00,47939158337.73,58,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2022_08,2022-08-31,2022-09-23,7,0,23,0.9245,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,0,normal,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2022-10-01,USDC,Circle,usd-coin,2,0.99999405,-0.00000595,0.00000595,0,0,0,0,0,46655043771.00,46654766173.49,58,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2022_08,2022-08-31,2022-09-23,8,0,23,0.9245,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,0,normal,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2022-10-02,USDC,Circle,usd-coin,2,1,0,0,0,0,0,0,0,46649171223.00,46649171223.00,58,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2022_08,2022-08-31,2022-09-23,9,0,23,0.9245,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,0,normal,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2022-10-03,USDC,Circle,usd-coin,2,1.00004024,0.00004024,0.00004024,0,0,0,0,0,46713868622.00,46715748388.07,58,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2022_08,2022-08-31,2022-09-23,10,0,23,0.9245,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,0,normal,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2022-10-04,USDC,Circle,usd-coin,2,1.00002173,0.00002173,0.00002173,0,0,0,0,0,46545057042.00,46546068466.09,58,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2022_08,2022-08-31,2022-09-23,11,0,23,0.9245,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,0,normal,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2022-10-05,USDC,Circle,usd-coin,2,0.99991649,-0.00008351,0.00008351,0,0,0,0,0,46042220579.00,46038375593.16,58,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2022_08,2022-08-31,2022-09-23,12,0,23,0.9245,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,0,normal,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2022-10-06,USDC,Circle,usd-coin,2,0.99996904,-0.00003096,0.00003096,0,0,0,0,0,45772124700.00,45770707595.02,58,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2022_08,2022-08-31,2022-09-23,13,0,23,0.9245,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,0,normal,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2022-10-07,USDC,Circle,usd-coin,2,1,0,0,0,0,0,0,0,45574752171.00,45574752171.00,58,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2022_08,2022-08-31,2022-09-23,14,0,23,0.9245,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,0,normal,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2022-10-08,USDC,Circle,usd-coin,2,0.9999,-0.0001,0.0001,0,0,0,0,0,45467119482.00,45462572770.05,58,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2022_08,2022-08-31,2022-09-23,15,0,23,0.9245,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,0,normal,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2022-10-09,USDC,Circle,usd-coin,2,1.00004588,0.00004588,0.00004588,0,0,0,0,0,45424589439.00,45426673519.16,58,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2022_08,2022-08-31,2022-09-23,16,0,23,0.9245,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,0,normal,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2022-10-10,USDC,Circle,usd-coin,2,1.00002082,0.00002082,0.00002082,0,0,0,0,0,45423185597.00,45424131307.72,58,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2022_08,2022-08-31,2022-09-23,17,0,23,0.9245,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,0,normal,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2022-10-11,USDC,Circle,usd-coin,2,1.00003506,0.00003506,0.00003506,0,0,0,0,0,45351914609.00,45353504647.13,58,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2022_08,2022-08-31,2022-09-23,18,0,23,0.9245,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,0,normal,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2022-10-12,USDC,Circle,usd-coin,2,0.99995579,-0.00004421,0.00004421,0,0,0,0,0,45290536253.00,45288533958.39,58,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2022_08,2022-08-31,2022-09-23,19,0,23,0.9245,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,0,normal,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2022-10-13,USDC,Circle,usd-coin,2,1,0,0,0,0,0,0,0,45126428771.00,45126428771.00,58,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2022_08,2022-08-31,2022-09-23,20,0,23,0.9245,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,0,normal,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2022-10-14,USDC,Circle,usd-coin,2,1,0,0,0,0,0,0,0,44745808946.00,44745808946.00,58,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2022_08,2022-08-31,2022-09-23,21,0,23,0.9245,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,0,normal,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2022-10-15,USDC,Circle,usd-coin,2,0.99992851,-0.00007149,0.00007149,0,0,0,0,0,44384981368.00,44381808285.68,58,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2022_08,2022-08-31,2022-09-23,22,0,23,0.9245,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,0,normal,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2022-10-16,USDC,Circle,usd-coin,2,0.99997402,-0.00002598,0.00002598,0,0,0,0,0,44373399038.00,44372246217.09,58,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2022_08,2022-08-31,2022-09-23,23,0,23,0.9245,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,0,normal,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2022-10-17,USDC,Circle,usd-coin,2,0.9999962,-0.0000038,0.0000038,0,0,0,0,0,44370405718.00,44370237110.46,58,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2022_08,2022-08-31,2022-09-23,24,0,23,0.9245,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,0,normal,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2022-10-18,USDC,Circle,usd-coin,2,1.00003868,0.00003868,0.00003868,0,0,0,0,0,44144525925.00,44146233435.26,58,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2022_08,2022-08-31,2022-09-23,25,0,23,0.9245,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,0,normal,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2022-10-19,USDC,Circle,usd-coin,2,0.99999203,-0.00000797,0.00000797,0,0,0,0,0,43921183769.00,43920833717.17,58,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2022_08,2022-08-31,2022-09-23,26,0,23,0.9245,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,0,normal,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2022-10-20,USDC,Circle,usd-coin,2,1.00004422,0.00004422,0.00004422,0,0,0,0,0,43719507163.00,43721440439.61,58,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2022_08,2022-08-31,2022-09-23,27,0,23,0.9245,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,0,normal,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2022-10-21,USDC,Circle,usd-coin,2,1.0000042,0.0000042,0.0000042,0,0,0,0,0,43288164649.00,43288346459.29,58,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2022_08,2022-08-31,2022-09-23,28,0,23,0.9245,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,0,normal,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2022-10-22,USDC,Circle,usd-coin,2,1.00016963,0.00016963,0.00016963,0,0,0,0,0,43227731957.00,43235064677.17,58,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2022_08,2022-08-31,2022-09-23,29,0,23,0.9245,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,0,normal,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2022-10-23,USDC,Circle,usd-coin,2,1,0,0,0,0,0,0,0,43290851666.00,43290851666.00,58,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2022_08,2022-08-31,2022-09-23,30,0,23,0.9245,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,0,normal,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2022-10-24,USDC,Circle,usd-coin,2,0.9999061,-0.0000939,0.0000939,0,0,0,0,0,43301228285.00,43297162299.66,58,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2022_08,2022-08-31,2022-09-23,31,0,23,0.9245,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,0,normal,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2022-10-25,USDC,Circle,usd-coin,2,1.00000753,0.00000753,0.00000753,0,0,0,0,0,43159609763.00,43159934754.86,59,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2022_09,2022-09-30,2022-10-25,0,0,25,0.9209,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,0,normal,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2022-10-26,USDC,Circle,usd-coin,2,1.00001484,0.00001484,0.00001484,0,0,0,0,0,43173301271.00,43173941962.79,59,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2022_09,2022-09-30,2022-10-25,1,0,25,0.9209,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,0,normal,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2022-10-27,USDC,Circle,usd-coin,2,1,0,0,0,0,0,0,0,43214177934.00,43214177934.00,59,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2022_09,2022-09-30,2022-10-25,2,0,25,0.9209,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,0,normal,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2022-10-28,USDC,Circle,usd-coin,2,0.99991551,-0.00008449,0.00008449,0,0,0,0,0,43230592447.00,43226939894.24,59,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2022_09,2022-09-30,2022-10-25,3,0,25,0.9209,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,0,normal,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2022-10-29,USDC,Circle,usd-coin,2,0.99994637,-0.00005363,0.00005363,0,0,0,0,0,43113081831.00,43110769676.42,59,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2022_09,2022-09-30,2022-10-25,4,0,25,0.9209,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,0,normal,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2022-10-30,USDC,Circle,usd-coin,2,0.99996117,-0.00003883,0.00003883,0,0,0,0,0,43064280295.00,43062608109.00,59,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2022_09,2022-09-30,2022-10-25,5,0,25,0.9209,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,0,normal,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2022-10-31,USDC,Circle,usd-coin,2,0.99996831,-0.00003169,0.00003169,0,0,0,0,0,43053293918.00,43051929559.12,59,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2022_09,2022-09-30,2022-10-25,6,0,25,0.9209,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,0,normal,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2022-11-01,USDC,Circle,usd-coin,2,1,0,0,0,0,0,0,0,42785088328.00,42785088328.00,59,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2022_09,2022-09-30,2022-10-25,7,0,25,0.9209,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,0,normal,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2022-11-02,USDC,Circle,usd-coin,2,0.99994588,-0.00005412,0.00005412,0,0,0,0,0,42366510977.00,42364218101.43,59,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2022_09,2022-09-30,2022-10-25,8,0,25,0.9209,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,0,normal,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
2022-11-03,USDC,Circle,usd-coin,2,1.00002311,0.00002311,0.00002311,0,0,0,0,0,41880031891.00,41880999738.54,59,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending,USDC_ASSURANCE_2022_09,2022-09-30,2022-10-25,9,0,25,0.9209,0.8400,RQI_DII_v1.0,frozen_confirmed_by_researcher,medium,0,normal,latest publication_date <= market date,rules_frozen_v1_0_market_qc_pending
