event_id,event_date,date,relative_day,in_window_3d,in_window_7d,pre_3d,post_3d,pre_7d,post_7d,event_day,price_usd,peg_dev_bps,abs_peg_dev_bps,tail_depeg_50bp,tail_depeg_100bp,market_stress_flag,market_stress_types,circulating_face_usd,event_pilot_rqi,event_pilot_dii,event_has_rqi,event_has_dii,event_manual_review_required,event_stress_regime_disclosure,overlap_risk_7d_window,overlap_risk_14d_window,classification_status,rule_version,rule_status,provisional_flag,provisional_reason
USDC_ASSURANCE_2023_03,2023-04-28,2023-05-08,10,0,0,0,0,0,0,0,0.998715,-12.85,12.85,0.0,0.0,0,normal,30286797412.0,0.9349,0.84,1,1,1,banking_stress,0,0,rules_frozen_source_review_required,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,event_classification_and_source_expansion_pending
USDC_ASSURANCE_2023_03,2023-04-28,2023-05-09,11,0,0,0,0,0,0,0,0.999914,-0.86,0.86,0.0,0.0,0,normal,30111308894.0,0.9349,0.84,1,1,1,banking_stress,0,0,rules_frozen_source_review_required,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,event_classification_and_source_expansion_pending
USDC_ASSURANCE_2023_03,2023-04-28,2023-05-10,12,0,0,0,0,0,0,0,1.003,30.0,30.0,0.0,0.0,0,normal,30010030173.0,0.9349,0.84,1,1,1,banking_stress,0,0,rules_frozen_source_review_required,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,event_classification_and_source_expansion_pending
USDC_ASSURANCE_2023_03,2023-04-28,2023-05-11,13,0,0,0,0,0,0,0,0.998717,-12.83,12.83,0.0,0.0,0,normal,29994362906.0,0.9349,0.84,1,1,1,banking_stress,0,0,rules_frozen_source_review_required,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,event_classification_and_source_expansion_pending
USDC_ASSURANCE_2023_03,2023-04-28,2023-05-12,14,0,0,0,0,0,0,0,1.001,10.0,10.0,0.0,0.0,0,normal,29818130401.0,0.9349,0.84,1,1,1,banking_stress,0,0,rules_frozen_source_review_required,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,event_classification_and_source_expansion_pending
USDC_ASSURANCE_2023_04,2023-05-30,2023-05-16,-14,0,0,0,0,0,0,0,1.003,30.0,30.0,0.0,0.0,0,normal,29689440555.0,,0.78,0,1,1,banking_stress,0,0,rules_frozen_source_review_required,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,event_classification_and_source_expansion_pending
USDC_ASSURANCE_2023_04,2023-05-30,2023-05-17,-13,0,0,0,0,0,0,0,0.999913,-0.87,0.87,0.0,0.0,0,normal,29588220775.0,,0.78,0,1,1,banking_stress,0,0,rules_frozen_source_review_required,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,event_classification_and_source_expansion_pending
USDC_ASSURANCE_2023_04,2023-05-30,2023-05-18,-12,0,0,0,0,0,0,0,0.999407,-5.93,5.93,0.0,0.0,0,normal,29429986717.0,,0.78,0,1,1,banking_stress,0,0,rules_frozen_source_review_required,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,event_classification_and_source_expansion_pending
USDC_ASSURANCE_2023_04,2023-05-30,2023-05-19,-11,0,0,0,0,0,0,0,0.999962,-0.38,0.38,0.0,0.0,0,normal,29551894825.0,,0.78,0,1,1,banking_stress,0,0,rules_frozen_source_review_required,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,event_classification_and_source_expansion_pending
USDC_ASSURANCE_2023_04,2023-05-30,2023-05-20,-10,0,0,0,0,0,0,0,0.99978,-2.2,2.2,0.0,0.0,0,normal,29464247547.0,,0.78,0,1,1,banking_stress,0,0,rules_frozen_source_review_required,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,event_classification_and_source_expansion_pending
USDC_ASSURANCE_2023_04,2023-05-30,2023-05-21,-9,0,0,0,0,0,0,0,1.001,10.0,10.0,0.0,0.0,0,normal,29463701405.0,,0.78,0,1,1,banking_stress,0,0,rules_frozen_source_review_required,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,event_classification_and_source_expansion_pending
USDC_ASSURANCE_2023_04,2023-05-30,2023-05-22,-8,0,0,0,0,0,0,0,0.999828,-1.72,1.72,0.0,0.0,0,normal,29453865420.0,,0.78,0,1,1,banking_stress,0,0,rules_frozen_source_review_required,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,event_classification_and_source_expansion_pending
USDC_ASSURANCE_2023_04,2023-05-30,2023-05-23,-7,0,1,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0,normal,29338327244.0,,0.78,0,1,1,banking_stress,0,0,rules_frozen_source_review_required,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,event_classification_and_source_expansion_pending
USDC_ASSURANCE_2023_04,2023-05-30,2023-05-24,-6,0,1,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0,normal,29199962411.0,,0.78,0,1,1,banking_stress,0,0,rules_frozen_source_review_required,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,event_classification_and_source_expansion_pending
USDC_ASSURANCE_2023_04,2023-05-30,2023-05-25,-5,0,1,0,0,1,0,0,0.999431,-5.6899999999999995,5.6899999999999995,0.0,0.0,0,normal,28980952538.0,,0.78,0,1,1,banking_stress,0,0,rules_frozen_source_review_required,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,event_classification_and_source_expansion_pending
USDC_ASSURANCE_2023_04,2023-05-30,2023-05-26,-4,0,1,0,0,1,0,0,1.001,10.0,10.0,0.0,0.0,0,normal,28911958700.0,,0.78,0,1,1,banking_stress,0,0,rules_frozen_source_review_required,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,event_classification_and_source_expansion_pending
USDC_ASSURANCE_2023_04,2023-05-30,2023-05-27,-3,1,1,1,0,1,0,0,0.999195,-8.05,8.05,0.0,0.0,0,normal,28934472209.0,,0.78,0,1,1,banking_stress,0,0,rules_frozen_source_review_required,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,event_classification_and_source_expansion_pending
USDC_ASSURANCE_2023_04,2023-05-30,2023-05-28,-2,1,1,1,0,1,0,0,1.001,10.0,10.0,0.0,0.0,0,normal,28911830429.0,,0.78,0,1,1,banking_stress,0,0,rules_frozen_source_review_required,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,event_classification_and_source_expansion_pending
USDC_ASSURANCE_2023_04,2023-05-30,2023-05-29,-1,1,1,1,0,1,0,0,0.999463,-5.37,5.37,0.0,0.0,0,normal,28890114363.0,,0.78,0,1,1,banking_stress,0,0,rules_frozen_source_review_required,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,event_classification_and_source_expansion_pending
USDC_ASSURANCE_2023_04,2023-05-30,2023-05-30,0,1,1,0,1,0,1,1,0.999876,-1.24,1.24,0.0,0.0,0,normal,28934694880.0,,0.78,0,1,1,banking_stress,0,0,rules_frozen_source_review_required,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,event_classification_and_source_expansion_pending
USDC_ASSURANCE_2023_04,2023-05-30,2023-05-31,1,1,1,0,1,0,1,0,0.999685,-3.15,3.15,0.0,0.0,0,normal,28862172572.0,,0.78,0,1,1,banking_stress,0,0,rules_frozen_source_review_required,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,event_classification_and_source_expansion_pending
USDC_ASSURANCE_2023_04,2023-05-30,2023-06-01,2,1,1,0,1,0,1,0,0.999891,-1.09,1.09,0.0,0.0,0,normal,28704210739.0,,0.78,0,1,1,banking_stress,0,0,rules_frozen_source_review_required,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,event_classification_and_source_expansion_pending
USDC_ASSURANCE_2023_04,2023-05-30,2023-06-02,3,1,1,0,1,0,1,0,0.998896,-11.04,11.04,0.0,0.0,0,normal,28779895324.0,,0.78,0,1,1,banking_stress,0,0,rules_frozen_source_review_required,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,event_classification_and_source_expansion_pending
USDC_ASSURANCE_2023_04,2023-05-30,2023-06-03,4,0,1,0,0,0,1,0,0.999756,-2.44,2.44,0.0,0.0,0,normal,28815987796.0,,0.78,0,1,1,banking_stress,0,0,rules_frozen_source_review_required,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,event_classification_and_source_expansion_pending
USDC_ASSURANCE_2023_04,2023-05-30,2023-06-04,5,0,1,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0,normal,28806110890.0,,0.78,0,1,1,banking_stress,0,0,rules_frozen_source_review_required,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,event_classification_and_source_expansion_pending
