date,stablecoin,issuer,gecko_id,defillama_asset_id,price_usd,peg_dev,abs_peg_dev,tail_depeg_50bp,tail_depeg_100bp,downside_depeg_50bp,downside_depeg_100bp,premium_50bp,circulating_face_usd,market_cap_usd_est,active_chains_with_supply,market_stress_flag,market_stress_window_ids,market_stress_types,source_price,source_supply,access_date,rule_version,rule_status,provisional_flag,provisional_reason
2024-01-05,USDC,Circle,usd-coin,2,1,0,0,0,0,0,0,0,24393275821.00,24393275821.00,65,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-06,USDC,Circle,usd-coin,2,0.998161,-0.001839,0.001839,0,0,0,0,0,24629914768.00,24584620354.74,65,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-07,USDC,Circle,usd-coin,2,0.999568,-0.000432,0.000432,0,0,0,0,0,24652936264.00,24642286195.53,65,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-08,USDC,Circle,usd-coin,2,1,0,0,0,0,0,0,0,24652236664.00,24652236664.00,65,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-09,USDC,Circle,usd-coin,2,0.997402,-0.002598,0.002598,0,0,0,0,0,24590765350.00,24526878541.62,65,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-10,USDC,Circle,usd-coin,2,0.996959,-0.003041,0.003041,0,0,0,0,0,24433533742.00,24359231365.89,65,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-11,USDC,Circle,usd-coin,2,1,0,0,0,0,0,0,0,24435890824.00,24435890824.00,65,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-12,USDC,Circle,usd-coin,2,0.999611,-0.000389,0.000389,0,0,0,0,0,24444683422.00,24435174440.15,65,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-13,USDC,Circle,usd-coin,2,0.99867,-0.00133,0.00133,0,0,0,0,0,24521247116.00,24488633857.34,65,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-14,USDC,Circle,usd-coin,2,0.998334,-0.001666,0.001666,0,0,0,0,0,24610423965.00,24569422998.67,65,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-15,USDC,Circle,usd-coin,2,0.999909,-0.000091,0.000091,0,0,0,0,0,24609597805.00,24607358331.60,65,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-16,USDC,Circle,usd-coin,2,0.99951,-0.00049,0.00049,0,0,0,0,0,24595666294.00,24583614417.52,65,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-17,USDC,Circle,usd-coin,2,0.999782,-0.000218,0.000218,0,0,0,0,0,24572668538.00,24567311696.26,65,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-18,USDC,Circle,usd-coin,2,0.999388,-0.000612,0.000612,0,0,0,0,0,24811043730.00,24795859371.24,65,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-19,USDC,Circle,usd-coin,2,0.998757,-0.001243,0.001243,0,0,0,0,0,24766810419.00,24736025273.65,65,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-20,USDC,Circle,usd-coin,2,1.001,0.001,0.001,0,0,0,0,0,24695680387.00,24720376067.39,65,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-21,USDC,Circle,usd-coin,2,0.999559,-0.000441,0.000441,0,0,0,0,0,24836554136.00,24825601215.63,65,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-22,USDC,Circle,usd-coin,2,0.999575,-0.000425,0.000425,0,0,0,0,0,24858756294.00,24848191322.58,65,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-23,USDC,Circle,usd-coin,2,1.002,0.002,0.002,0,0,0,0,0,24712439188.00,24761864066.38,65,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-24,USDC,Circle,usd-coin,2,1.002,0.002,0.002,0,0,0,0,0,24748538899.00,24798035976.80,65,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-25,USDC,Circle,usd-coin,2,0.99971,-0.00029,0.00029,0,0,0,0,0,24858597427.00,24851388433.75,65,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-26,USDC,Circle,usd-coin,2,1,0,0,0,0,0,0,0,25018474540.00,25018474540.00,65,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-27,USDC,Circle,usd-coin,2,0.999538,-0.000462,0.000462,0,0,0,0,0,25087910678.00,25076320063.27,65,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-28,USDC,Circle,usd-coin,2,0.999751,-0.000249,0.000249,0,0,0,0,0,25144418455.00,25138157494.80,65,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-29,USDC,Circle,usd-coin,2,0.998526,-0.001474,0.001474,0,0,0,0,0,25166814064.00,25129718180.07,65,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-30,USDC,Circle,usd-coin,2,1.001,0.001,0.001,0,0,0,0,0,25410134276.00,25435544410.28,65,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-01-31,USDC,Circle,usd-coin,2,0.99871,-0.00129,0.00129,0,0,0,0,0,25645906918.00,25612823698.08,65,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-02-01,USDC,Circle,usd-coin,2,0.998374,-0.001626,0.001626,0,0,0,0,0,25877382653.00,25835306028.81,65,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-02-02,USDC,Circle,usd-coin,2,1.002,0.002,0.002,0,0,0,0,0,25815915357.00,25867547187.71,65,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-02-03,USDC,Circle,usd-coin,2,1,0,0,0,0,0,0,0,25932966565.00,25932966565.00,65,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-02-04,USDC,Circle,usd-coin,2,0.999861,-0.000139,0.000139,0,0,0,0,0,25984691842.00,25981079969.83,65,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-02-05,USDC,Circle,usd-coin,2,0.999014,-0.000986,0.000986,0,0,0,0,0,26029465690.00,26003800636.83,65,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-02-06,USDC,Circle,usd-coin,2,0.999753,-0.000247,0.000247,0,0,0,0,0,26002409373.00,25995986777.88,65,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-02-07,USDC,Circle,usd-coin,2,1.002,0.002,0.002,0,0,0,0,0,26253623336.00,26306130582.67,65,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-02-08,USDC,Circle,usd-coin,2,1.001,0.001,0.001,0,0,0,0,0,26450440520.00,26476890960.52,65,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-02-09,USDC,Circle,usd-coin,2,0.999882,-0.000118,0.000118,0,0,0,0,0,26651731851.00,26648586946.64,65,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-02-10,USDC,Circle,usd-coin,2,0.999367,-0.000633,0.000633,0,0,0,0,0,26841740344.00,26824749522.36,65,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-02-11,USDC,Circle,usd-coin,2,1,0,0,0,0,0,0,0,26861911593.00,26861911593.00,65,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-02-12,USDC,Circle,usd-coin,2,1.001,0.001,0.001,0,0,0,0,0,26838487535.00,26865326022.53,65,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-02-13,USDC,Circle,usd-coin,2,0.999999,-0.000001,0.000001,0,0,0,0,0,26692071090.00,26692044397.93,65,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-02-14,USDC,Circle,usd-coin,2,0.999009,-0.000991,0.000991,0,0,0,0,0,26750201485.00,26723692035.33,65,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-02-15,USDC,Circle,usd-coin,2,1.005,0.005,0.005,0,0,0,0,1,26919800757.00,27054399760.78,66,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-02-16,USDC,Circle,usd-coin,2,0.998611,-0.001389,0.001389,0,0,0,0,0,26997612331.00,26960112647.47,66,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-02-17,USDC,Circle,usd-coin,2,0.99945,-0.00055,0.00055,0,0,0,0,0,26995448185.00,26980600688.50,66,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-02-18,USDC,Circle,usd-coin,2,1.001,0.001,0.001,0,0,0,0,0,27000446716.00,27027447162.72,67,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-02-19,USDC,Circle,usd-coin,2,1,0,0,0,0,0,0,0,26958111249.00,26958111249.00,67,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-02-20,USDC,Circle,usd-coin,2,0.998935,-0.001065,0.001065,0,0,0,0,0,26919451917.00,26890782700.71,67,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-02-21,USDC,Circle,usd-coin,2,0.998879,-0.001121,0.001121,0,0,0,0,0,26884069263.00,26853932221.36,67,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-02-22,USDC,Circle,usd-coin,2,0.997911,-0.002089,0.002089,0,0,0,0,0,26940446667.00,26884168073.91,67,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-02-23,USDC,Circle,usd-coin,2,1.001,0.001,0.001,0,0,0,0,0,26888204967.00,26915093171.97,67,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-02-24,USDC,Circle,usd-coin,2,1.001,0.001,0.001,0,0,0,0,0,26976099495.00,27003075594.49,67,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-02-25,USDC,Circle,usd-coin,2,0.999291,-0.000709,0.000709,0,0,0,0,0,27025735083.00,27006573836.83,67,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-02-26,USDC,Circle,usd-coin,2,0.999496,-0.000504,0.000504,0,0,0,0,0,27051384993.00,27037751094.96,67,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-02-27,USDC,Circle,usd-coin,2,0.998512,-0.001488,0.001488,0,0,0,0,0,27283677489.00,27243079376.90,67,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-02-28,USDC,Circle,usd-coin,2,1.001,0.001,0.001,0,0,0,0,0,27230886842.00,27258117728.84,67,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-02-29,USDC,Circle,usd-coin,2,0.997833,-0.002167,0.002167,0,0,0,0,0,27382619880.00,27323281742.72,67,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-03-01,USDC,Circle,usd-coin,2,1.003,0.003,0.003,0,0,0,0,0,27519700895.00,27602259997.68,67,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-03-02,USDC,Circle,usd-coin,2,1.001,0.001,0.001,0,0,0,0,0,27708886969.00,27736595855.97,67,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-03-03,USDC,Circle,usd-coin,2,0.998968,-0.001032,0.001032,0,0,0,0,0,27697165348.00,27668581873.36,67,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-03-04,USDC,Circle,usd-coin,2,1.002,0.002,0.002,0,0,0,0,0,27639412454.00,27694691278.91,67,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-03-05,USDC,Circle,usd-coin,2,0.996951,-0.003049,0.003049,0,0,0,0,0,27574286941.00,27490212940.12,67,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-03-06,USDC,Circle,usd-coin,2,0.999888,-0.000112,0.000112,0,0,0,0,0,27500266781.00,27497186751.12,67,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-03-07,USDC,Circle,usd-coin,2,0.996519,-0.003481,0.003481,0,0,0,0,0,27776176197.00,27679487327.66,67,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-03-08,USDC,Circle,usd-coin,2,1,0,0,0,0,0,0,0,27920945553.00,27920945553.00,67,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-03-09,USDC,Circle,usd-coin,2,0.999935,-0.000065,0.000065,0,0,0,0,0,28476482173.00,28474631201.66,67,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-03-10,USDC,Circle,usd-coin,2,0.999727,-0.000273,0.000273,0,0,0,0,0,28517669609.00,28509884285.20,67,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-03-11,USDC,Circle,usd-coin,2,0.998084,-0.001916,0.001916,0,0,0,0,0,28640874979.00,28585999062.54,67,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-03-12,USDC,Circle,usd-coin,2,0.998663,-0.001337,0.001337,0,0,0,0,0,29008554605.00,28969770167.49,67,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-03-13,USDC,Circle,usd-coin,2,0.99995,-0.00005,0.00005,0,0,0,0,0,28970723649.00,28969275112.82,67,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-03-14,USDC,Circle,usd-coin,2,1.001,0.001,0.001,0,0,0,0,0,29263949312.00,29293213261.31,67,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-03-15,USDC,Circle,usd-coin,2,1.003,0.003,0.003,0,0,0,0,0,29063857838.00,29151049411.51,67,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-03-16,USDC,Circle,usd-coin,2,0.99931,-0.00069,0.00069,0,0,0,0,0,29403928498.00,29383639787.34,67,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-03-17,USDC,Circle,usd-coin,2,1.001,0.001,0.001,0,0,0,0,0,29462144776.00,29491606920.78,67,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-03-18,USDC,Circle,usd-coin,2,0.998469,-0.001531,0.001531,0,0,0,0,0,29388265215.00,29343271780.96,67,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-03-19,USDC,Circle,usd-coin,2,0.998536,-0.001464,0.001464,0,0,0,0,0,29706801066.00,29663310309.24,67,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-03-20,USDC,Circle,usd-coin,2,1.006,0.006,0.006,1,0,0,0,1,29726520695.00,29904879819.17,69,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-03-21,USDC,Circle,usd-coin,2,0.997284,-0.002716,0.002716,0,0,0,0,0,29968843510.00,29887448131.03,69,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-03-22,USDC,Circle,usd-coin,2,0.999793,-0.000207,0.000207,0,0,0,0,0,30368510977.00,30362224695.23,69,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-03-23,USDC,Circle,usd-coin,2,0.999883,-0.000117,0.000117,0,0,0,0,0,30560603713.00,30557028122.37,69,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-03-24,USDC,Circle,usd-coin,2,1.001,0.001,0.001,0,0,0,0,0,30583523289.00,30614106812.29,69,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-03-25,USDC,Circle,usd-coin,2,1,0,0,0,0,0,0,0,30573839404.00,30573839404.00,69,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-03-26,USDC,Circle,usd-coin,2,1,0,0,0,0,0,0,0,31601414711.00,31601414711.00,69,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-03-27,USDC,Circle,usd-coin,2,1.001,0.001,0.001,0,0,0,0,0,31649982052.00,31681632034.05,69,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-03-28,USDC,Circle,usd-coin,2,1.002,0.002,0.002,0,0,0,0,0,31452215591.00,31515120022.18,69,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-03-29,USDC,Circle,usd-coin,2,0.999437,-0.000563,0.000563,0,0,0,0,0,31816442832.00,31798530174.69,69,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-03-30,USDC,Circle,usd-coin,2,0.999098,-0.000902,0.000902,0,0,0,0,0,31877761871.00,31849008129.79,69,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-03-31,USDC,Circle,usd-coin,2,1.002,0.002,0.002,0,0,0,0,0,31860869982.00,31924591721.96,69,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-04-01,USDC,Circle,usd-coin,2,1,0,0,0,0,0,0,0,31826863996.00,31826863996.00,69,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-04-02,USDC,Circle,usd-coin,2,0.998748,-0.001252,0.001252,0,0,0,0,0,32026913073.00,31986815377.83,70,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-04-03,USDC,Circle,usd-coin,2,0.997914,-0.002086,0.002086,0,0,0,0,0,32201296007.00,32134124103.53,70,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2024-04-04,USDC,Circle,usd-coin,2,1.001,0.001,0.001,0,0,0,0,0,32231291963.00,32263523254.96,70,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
