date,stablecoin,issuer,gecko_id,defillama_asset_id,price_usd,peg_dev,abs_peg_dev,tail_depeg_50bp,tail_depeg_100bp,downside_depeg_50bp,downside_depeg_100bp,premium_50bp,circulating_face_usd,market_cap_usd_est,active_chains_with_supply,market_stress_flag,market_stress_window_ids,market_stress_types,source_price,source_supply,access_date,rule_version,rule_status,provisional_flag,provisional_reason
2023-03-20,USDP,Paxos,paxos-standard,11,1.006,0.006,0.006,1,0,0,0,1,807552716.00,812398032.30,2,1,BANKING_SVB_SIGNATURE_2023;BUSD_PAXOS_2023,banking_stress;regulatory_issuer_stress,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-03-21,USDP,Paxos,paxos-standard,11,1.006,0.006,0.006,1,0,0,0,1,757552716.00,762098032.30,2,1,BUSD_PAXOS_2023,regulatory_issuer_stress,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-03-22,USDP,Paxos,paxos-standard,11,1.004,0.004,0.004,0,0,0,0,0,757552716.00,760582926.86,2,1,BUSD_PAXOS_2023,regulatory_issuer_stress,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-03-23,USDP,Paxos,paxos-standard,11,1.009,0.009,0.009,1,0,0,0,1,757552716.00,764370690.44,2,1,BUSD_PAXOS_2023,regulatory_issuer_stress,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-03-24,USDP,Paxos,paxos-standard,11,1.004,0.004,0.004,0,0,0,0,0,757552716.00,760582926.86,2,1,BUSD_PAXOS_2023,regulatory_issuer_stress,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-03-25,USDP,Paxos,paxos-standard,11,1.007,0.007,0.007,1,0,0,0,1,772552716.00,777960585.01,2,1,BUSD_PAXOS_2023,regulatory_issuer_stress,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-03-26,USDP,Paxos,paxos-standard,11,1.007,0.007,0.007,1,0,0,0,1,772552716.00,777960585.01,2,1,BUSD_PAXOS_2023,regulatory_issuer_stress,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-03-27,USDP,Paxos,paxos-standard,11,1,0,0,0,0,0,0,0,772552716.00,772552716.00,2,1,BUSD_PAXOS_2023,regulatory_issuer_stress,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-03-28,USDP,Paxos,paxos-standard,11,1.001,0.001,0.001,0,0,0,0,0,757552716.00,758310268.72,2,1,BUSD_PAXOS_2023,regulatory_issuer_stress,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-03-29,USDP,Paxos,paxos-standard,11,0.999567,-0.000433,0.000433,0,0,0,0,0,757552716.00,757224695.67,2,1,BUSD_PAXOS_2023,regulatory_issuer_stress,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-03-30,USDP,Paxos,paxos-standard,11,0.999988,-0.000012,0.000012,0,0,0,0,0,757552716.00,757543625.37,2,1,BUSD_PAXOS_2023,regulatory_issuer_stress,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-03-31,USDP,Paxos,paxos-standard,11,1.001,0.001,0.001,0,0,0,0,0,757552716.00,758310268.72,2,1,BUSD_PAXOS_2023,regulatory_issuer_stress,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-04-01,USDP,Paxos,paxos-standard,11,1.001,0.001,0.001,0,0,0,0,0,757552716.00,758310268.72,2,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-04-02,USDP,Paxos,paxos-standard,11,0.999352,-0.000648,0.000648,0,0,0,0,0,757552716.00,757061821.84,2,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-04-03,USDP,Paxos,paxos-standard,11,1.001,0.001,0.001,0,0,0,0,0,757552716.00,758310268.72,2,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-04-04,USDP,Paxos,paxos-standard,11,0.999458,-0.000542,0.000542,0,0,0,0,0,757552716.00,757142122.43,2,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-04-05,USDP,Paxos,paxos-standard,11,1.001,0.001,0.001,0,0,0,0,0,757552716.00,758310268.72,2,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-04-06,USDP,Paxos,paxos-standard,11,0.999105,-0.000895,0.000895,0,0,0,0,0,757552716.00,756874706.32,2,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-04-07,USDP,Paxos,paxos-standard,11,0.999034,-0.000966,0.000966,0,0,0,0,0,798439092.00,797667799.84,2,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-04-08,USDP,Paxos,paxos-standard,11,1.001,0.001,0.001,0,0,0,0,0,843181036.00,844024217.04,2,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-04-09,USDP,Paxos,paxos-standard,11,1.001,0.001,0.001,0,0,0,0,0,843181036.00,844024217.04,2,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-04-10,USDP,Paxos,paxos-standard,11,0.99994,-0.00006,0.00006,0,0,0,0,0,843181036.00,843130445.14,2,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-04-11,USDP,Paxos,paxos-standard,11,1,0,0,0,0,0,0,0,885329819.00,885329819.00,2,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-04-12,USDP,Paxos,paxos-standard,11,1.001,0.001,0.001,0,0,0,0,0,929762942.00,930692704.94,2,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-04-13,USDP,Paxos,paxos-standard,11,1.001,0.001,0.001,0,0,0,0,0,929762942.00,930692704.94,2,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-04-14,USDP,Paxos,paxos-standard,11,1.003,0.003,0.003,0,0,0,0,0,977872336.00,980805953.01,2,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-04-15,USDP,Paxos,paxos-standard,11,1.001,0.001,0.001,0,0,0,0,0,1013463385.00,1014476848.38,2,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-04-16,USDP,Paxos,paxos-standard,11,1.001,0.001,0.001,0,0,0,0,0,1013463385.00,1014476848.38,2,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-04-17,USDP,Paxos,paxos-standard,11,0.994855,-0.005145,0.005145,1,0,1,0,0,1013463385.00,1008249115.88,2,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-04-18,USDP,Paxos,paxos-standard,11,0.999109,-0.000891,0.000891,0,0,0,0,0,995772666.00,994885432.55,2,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-04-19,USDP,Paxos,paxos-standard,11,0.999679,-0.000321,0.000321,0,0,0,0,0,1031237889.00,1030906861.64,2,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-04-20,USDP,Paxos,paxos-standard,11,0.998551,-0.001449,0.001449,0,0,0,0,0,1066503609.00,1064958245.27,2,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
2023-04-21,USDP,Paxos,paxos-standard,11,0.998541,-0.001459,0.001459,0,0,0,0,0,1068015845.00,1066457609.88,2,0,,normal,DeFiLlama stablecoinprices,DeFiLlama stablecoin/{asset},2026-05-22,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,market_abnormal_price_qc_pending
