model_run_id,model_family,sample_id,rqi_profile,outcome,n,k,rule_version,rule_status,provisional_flag,provisional_reason,term,coef,hac_se_lag7,t_stat,p_value,r2,adj_r2,status
tail50_rqi_dii_lpm__primary_path_b__all_rows_with_variant,tail50_rqi_dii_lpm,all_rows_with_variant,primary_path_b,tail_depeg_50bp_pct,826,8,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,robustness_pilot_pending_multi_issuer_source_expansion,market_stress_flag,6.95594631103596,6.401217198790242,1.0866599421670233,0.2775072258755469,0.025454696365405316,0.017115066627700903,estimated
tail50_rqi_dii_lpm__primary_path_b__all_rows_with_variant,tail50_rqi_dii_lpm,all_rows_with_variant,primary_path_b,tail_depeg_50bp_pct,826,8,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,robustness_pilot_pending_multi_issuer_source_expansion,log_supply,-6.407544463332824,4.196195015028803,-1.5269891986392443,0.12715025033119187,0.025454696365405316,0.017115066627700903,estimated
tail50_rqi_dii_lpm__primary_path_b__all_rows_with_variant,tail50_rqi_dii_lpm,all_rows_with_variant,primary_path_b,tail_depeg_50bp_pct,826,8,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,robustness_pilot_pending_multi_issuer_source_expansion,trend_years,1.551442292780009,0.7308669388874964,2.122742472304969,0.034075227923239915,0.025454696365405316,0.017115066627700903,estimated
absdev_stress_interaction__primary_path_b__all_rows_with_variant,absdev_stress_interaction,all_rows_with_variant,primary_path_b,abs_peg_dev_bps,826,10,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,robustness_pilot_pending_multi_issuer_source_expansion,Intercept,386.27947200811934,148.52982097571893,2.6006863097967834,0.009472121880478301,0.1940863480264604,0.18519759451204632,estimated
absdev_stress_interaction__primary_path_b__all_rows_with_variant,absdev_stress_interaction,all_rows_with_variant,primary_path_b,abs_peg_dev_bps,826,10,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,robustness_pilot_pending_multi_issuer_source_expansion,rqi_primary_path_b_10pp,-13.268032222882082,8.230688802294347,-1.6120196670761686,0.10734433734297211,0.1940863480264604,0.18519759451204632,estimated
absdev_stress_interaction__primary_path_b__all_rows_with_variant,absdev_stress_interaction,all_rows_with_variant,primary_path_b,abs_peg_dev_bps,826,10,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,robustness_pilot_pending_multi_issuer_source_expansion,dii_10pp,2.3809683422152643,0.8784963411962726,2.7102769022043214,0.006863837899643066,0.1940863480264604,0.18519759451204632,estimated
absdev_stress_interaction__primary_path_b__all_rows_with_variant,absdev_stress_interaction,all_rows_with_variant,primary_path_b,abs_peg_dev_bps,826,10,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,robustness_pilot_pending_multi_issuer_source_expansion,market_stress_flag,-587.10042962641,201.74068230000051,-2.910173708807807,0.0037105324364101744,0.1940863480264604,0.18519759451204632,estimated
absdev_stress_interaction__primary_path_b__all_rows_with_variant,absdev_stress_interaction,all_rows_with_variant,primary_path_b,abs_peg_dev_bps,826,10,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,robustness_pilot_pending_multi_issuer_source_expansion,stress_x_primary_path_b_10pp,4562.332334890883,1567.6726749451202,2.9102582495740688,0.00370953929277662,0.1940863480264604,0.18519759451204632,estimated
absdev_stress_interaction__primary_path_b__all_rows_with_variant,absdev_stress_interaction,all_rows_with_variant,primary_path_b,abs_peg_dev_bps,826,10,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,robustness_pilot_pending_multi_issuer_source_expansion,stress_x_dii_10pp,-4931.643601917412,1694.6217294530677,-2.9101737079159724,0.0037105324468884593,0.1940863480264604,0.18519759451204632,estimated
absdev_stress_interaction__primary_path_b__all_rows_with_variant,absdev_stress_interaction,all_rows_with_variant,primary_path_b,abs_peg_dev_bps,826,10,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,robustness_pilot_pending_multi_issuer_source_expansion,days_since_disclosure_30d,-0.49442898987572637,0.4252864759521692,-1.1625786800973503,0.24534037393898966,0.1940863480264604,0.18519759451204632,estimated
absdev_stress_interaction__primary_path_b__all_rows_with_variant,absdev_stress_interaction,all_rows_with_variant,primary_path_b,abs_peg_dev_bps,826,10,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,robustness_pilot_pending_multi_issuer_source_expansion,stale_disclosure_45d,0.12662013814168555,1.43760972668501,0.0880768513118365,0.9298372049140387,0.1940863480264604,0.18519759451204632,estimated
absdev_stress_interaction__primary_path_b__all_rows_with_variant,absdev_stress_interaction,all_rows_with_variant,primary_path_b,abs_peg_dev_bps,826,10,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,robustness_pilot_pending_multi_issuer_source_expansion,log_supply,-11.64426965827819,3.317975886328165,-3.5094497540680774,0.000473627047408387,0.1940863480264604,0.18519759451204632,estimated
absdev_stress_interaction__primary_path_b__all_rows_with_variant,absdev_stress_interaction,all_rows_with_variant,primary_path_b,abs_peg_dev_bps,826,10,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,robustness_pilot_pending_multi_issuer_source_expansion,trend_years,3.1784834000140396,0.7957847247273424,3.9941498011325547,7.078957122796936e-05,0.1940863480264604,0.18519759451204632,estimated
absdev_rqi_dii__primary_path_b__rqi_available,absdev_rqi_dii,rqi_available,primary_path_b,abs_peg_dev_bps,826,8,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,robustness_pilot_pending_multi_issuer_source_expansion,Intercept,560.8911164458191,167.9839272649072,3.3389570393916634,0.0008789739839856203,0.0932846836579051,0.08552550613419518,estimated
absdev_rqi_dii__primary_path_b__rqi_available,absdev_rqi_dii,rqi_available,primary_path_b,abs_peg_dev_bps,826,8,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,robustness_pilot_pending_multi_issuer_source_expansion,rqi_primary_path_b_10pp,-22.899583200444876,9.490945632912206,-2.4127820436601066,0.016050281962445068,0.0932846836579051,0.08552550613419518,estimated
absdev_rqi_dii__primary_path_b__rqi_available,absdev_rqi_dii,rqi_available,primary_path_b,abs_peg_dev_bps,826,8,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,robustness_pilot_pending_multi_issuer_source_expansion,dii_10pp,2.533549799902918,0.8820869147218249,2.872222405319207,0.004181362368252284,0.0932846836579051,0.08552550613419518,estimated
absdev_rqi_dii__primary_path_b__rqi_available,absdev_rqi_dii,rqi_available,primary_path_b,abs_peg_dev_bps,826,8,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,robustness_pilot_pending_multi_issuer_source_expansion,days_since_disclosure_30d,-0.7259588866793907,0.4932978657553226,-1.471644085805692,0.14150161233879155,0.0932846836579051,0.08552550613419518,estimated
absdev_rqi_dii__primary_path_b__rqi_available,absdev_rqi_dii,rqi_available,primary_path_b,abs_peg_dev_bps,826,8,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,robustness_pilot_pending_multi_issuer_source_expansion,stale_disclosure_45d,0.40038396909335283,1.4820147293471992,0.2701619364267147,0.787103818331264,0.0932846836579051,0.08552550613419518,estimated
absdev_rqi_dii__primary_path_b__rqi_available,absdev_rqi_dii,rqi_available,primary_path_b,abs_peg_dev_bps,826,8,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,robustness_pilot_pending_multi_issuer_source_expansion,market_stress_flag,26.960765150259636,16.777169622617052,1.6069912718718795,0.10844219061642013,0.0932846836579051,0.08552550613419518,estimated
absdev_rqi_dii__primary_path_b__rqi_available,absdev_rqi_dii,rqi_available,primary_path_b,abs_peg_dev_bps,826,8,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,robustness_pilot_pending_multi_issuer_source_expansion,log_supply,-15.27924817522532,3.6396300685149594,-4.198022295562459,2.987755419625593e-05,0.0932846836579051,0.08552550613419518,estimated
absdev_rqi_dii__primary_path_b__rqi_available,absdev_rqi_dii,rqi_available,primary_path_b,abs_peg_dev_bps,826,8,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,robustness_pilot_pending_multi_issuer_source_expansion,trend_years,4.481564635601586,1.1051971125982034,4.054991263111332,5.492843435339623e-05,0.0932846836579051,0.08552550613419518,estimated
tail50_rqi_dii_lpm__primary_path_b__rqi_available,tail50_rqi_dii_lpm,rqi_available,primary_path_b,tail_depeg_50bp_pct,826,8,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,robustness_pilot_pending_multi_issuer_source_expansion,Intercept,327.41417655909993,203.12202932950999,1.6119087508128422,0.10736753369275087,0.025454696365405316,0.017115066627700903,estimated
tail50_rqi_dii_lpm__primary_path_b__rqi_available,tail50_rqi_dii_lpm,rqi_available,primary_path_b,tail_depeg_50bp_pct,826,8,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,robustness_pilot_pending_multi_issuer_source_expansion,rqi_primary_path_b_10pp,-19.395476790956156,11.432866260483518,-1.696466690771548,0.09017799212978517,0.025454696365405316,0.017115066627700903,estimated
tail50_rqi_dii_lpm__primary_path_b__rqi_available,tail50_rqi_dii_lpm,rqi_available,primary_path_b,tail_depeg_50bp_pct,826,8,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,robustness_pilot_pending_multi_issuer_source_expansion,dii_10pp,0.8438926919166636,0.5337879014271564,1.5809513285340466,0.11427573122618107,0.025454696365405316,0.017115066627700903,estimated
tail50_rqi_dii_lpm__primary_path_b__rqi_available,tail50_rqi_dii_lpm,rqi_available,primary_path_b,tail_depeg_50bp_pct,826,8,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,robustness_pilot_pending_multi_issuer_source_expansion,days_since_disclosure_30d,-0.02237135881807474,0.277463142540269,-0.0806282182680459,0.9357573462633899,0.025454696365405316,0.017115066627700903,estimated
tail50_rqi_dii_lpm__primary_path_b__rqi_available,tail50_rqi_dii_lpm,rqi_available,primary_path_b,tail_depeg_50bp_pct,826,8,RQI_DII_v1.0,frozen_confirmed_by_researcher,1,robustness_pilot_pending_multi_issuer_source_expansion,stale_disclosure_45d,-0.08069942194549355,0.8209849404885742,-0.0982958614289182,0.9217214452883458,0.025454696365405316,0.017115066627700903,estimated
